Age,Income,Clicks,Conversion Rate,CTR,Age_AdType,Income_AdPlacement,Click_DayOfWeek,Click_Hour,Click_Month,High_CTR,High_Conversion,Gender_Male,Gender_Other,Location_Suburban,Location_Urban,Ad Type_Native,Ad Type_Text,Ad Type_Video,Ad Topic_Finance,Ad Topic_Food,Ad Topic_Health,Ad Topic_Technology,Ad Topic_Travel,Ad Placement_Social Media,Ad Placement_Website,Age_Group_19-25,Age_Group_26-35,Age_Group_36-45,Age_Group_46-55,Age_Group_56-65,Age_Group_66+,Income_Group_Medium,Income_Group_High,Income_Group_Very High
32.0,16267.59,6.0,0.1321,0.0502,32.0_Text,Low_Social Media,4,20,2,0,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
29.0,42920.88,8.0,0.0817,0.0513,29.0_Video,Medium_Website,3,20,2,1,0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
13.0,54106.8,3.0,0.2969,0.033,13.0_Banner,High_Website,0,20,5,0,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
44.0,47653.29,5.0,0.3922,0.0353,44.0_Banner,Medium_Website,0,20,10,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
9.0,51722.55,4.0,0.4078,0.0571,9.0_Native,High_Website,6,20,9,1,1,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
33.0,40065.31,5.0,0.2497,0.0575,33.0_Banner,Medium_Search Engine,0,20,5,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26.0,49709.52,6.0,0.2533,0.0927,26.0_Text,Medium_Website,0,20,1,1,1,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
15.0,57488.73,1.0,0.2959,0.0735,15.0_Native,High_Search Engine,6,20,8,1,1,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24.0,31649.26,6.0,0.1951,0.0467,24.0_Video,Low_Search Engine,0,20,7,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
44.0,65754.45,3.0,0.1244,0.0919,44.0_Video,Very High_Search Engine,6,20,12,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
37.0,63937.51,7.0,0.4896,0.0605,37.0_Text,Very High_Website,0,20,4,1,1,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
42.0,26678.8,10.5,0.2806,0.0707,42.0_Text,Low_Social Media,1,20,11,1,1,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
16.0,79503.95,4.0,0.0938,0.0732,16.0_Text,Very High_Website,3,20,7,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
26.0,46123.3,2.0,0.2082,0.0414,26.0_Native,Medium_Website,4,20,6,0,1,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
43.0,49470.51,8.0,0.1192,0.0327,43.0_Native,Medium_Website,5,20,10,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
38.0,23474.02,5.0,0.3367,0.0697,38.0_Native,Low_Social Media,4,20,1,1,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
51.0,50475.41,6.0,0.1535,0.0386,51.0_Native,High_Search Engine,5,20,9,0,0,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
41.0,1791.27,4.0,0.4775,0.058,41.0_Banner,Low_Search Engine,1,20,11,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
40.0,37045.64,5.0,0.2004,0.0416,40.0_Native,Low_Social Media,2,20,1,0,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
37.0,60119.89,4.0,0.3093,0.0387,37.0_Text,High_Social Media,2,20,10,0,1,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
56.0,57021.63,5.0,0.0999,0.0375,56.0_Video,High_Website,2,20,3,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
27.0,57750.25,10.5,0.0075,0.0649,27.0_Video,High_Search Engine,4,20,7,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
25.0,74374.37,2.0,0.3868,0.0635,25.0_Text,Very High_Search Engine,3,20,5,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
35.0,45183.81,8.0,0.1365,0.046,35.0_Banner,Medium_Website,1,20,9,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
34.0,62177.93,5.0,0.1685,0.0512,34.0_Text,High_Website,5,20,6,1,0,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
31.0,43381.32,6.0,0.1229,0.0259,31.0_Native,Medium_Social Media,3,20,11,0,0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
48.0,86653.72,4.0,0.3186,0.0658,48.0_Video,Very High_Search Engine,6,20,12,1,1,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
40.0,54739.96,9.0,0.1896,0.0869,40.0_Native,High_Search Engine,1,20,10,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
27.0,43435.67,4.0,0.1175,0.0842,27.0_Video,Medium_Social Media,4,20,7,1,0,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
67.0,45450.55,7.0,0.2718,0.0108,67.0_Video,Medium_Website,4,20,9,0,1,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
26.0,45853.35,6.0,0.1291,0.0347,26.0_Native,Medium_Website,0,20,5,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
43.0,28322.24,4.0,0.2651,0.0488,43.0_Video,Low_Search Engine,3,20,12,0,1,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
22.0,6318.27,5.0,0.4833,0.0369,22.0_Video,Low_Website,2,20,6,0,1,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
26.0,40672.95,6.0,0.0537,0.0479,26.0_Video,Medium_Website,5,20,6,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
29.0,90436.81,1.0,0.3034,0.0352,29.0_Banner,Very High_Website,2,20,2,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
62.0,68899.64,3.0,0.4309,0.0343,62.0_Native,Very High_Social Media,2,20,1,0,1,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
36.0,30042.05,6.0,0.051,0.0089,36.0_Native,Low_Social Media,5,20,3,0,0,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
37.0,77324.99,7.0,0.2756,0.0466,37.0_Native,Very High_Search Engine,4,20,8,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
13.0,84298.38,4.0,0.1049,0.0597,13.0_Video,Very High_Social Media,5,20,3,1,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
38.0,44596.99,2.0,0.1567,0.0601,38.0_Video,Medium_Search Engine,3,20,9,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
19.0,33097.03,10.0,0.0858,0.0609,19.0_Native,Low_Search Engine,5,20,8,1,0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
24.0,17390.4,3.0,0.1346,0.0753,24.0_Banner,Low_Search Engine,1,20,7,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41.0,34078.59,1.0,0.0321,0.0019,41.0_Text,Low_Social Media,2,20,8,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
27.0,74554.08,8.0,0.1442,0.0303,27.0_Video,Very High_Website,1,20,4,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
57.0,14294.5,3.0,0.123,0.0536,57.0_Banner,Low_Website,2,20,11,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
54.0,74961.75,5.0,0.1447,0.0371,54.0_Native,Very High_Website,1,20,6,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
37.0,42036.23,3.0,0.0764,0.0424,37.0_Native,Medium_Website,6,20,12,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
36.0,35265.9,2.0,0.3733,0.074,36.0_Native,Low_Website,5,20,1,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
32.0,41729.52,3.0,0.1916,0.0556,32.0_Banner,Medium_Website,5,20,11,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
39.0,60158.17,1.0,0.298,0.0603,39.0_Banner,High_Search Engine,0,20,8,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42.0,51801.27,8.0,0.2973,0.0881,42.0_Native,High_Search Engine,6,20,11,1,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
31.0,24018.09,8.0,0.258,0.0611,31.0_Banner,Low_Search Engine,3,20,5,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17.0,36077.66,6.0,0.4319,0.0485,17.0_Banner,Low_Website,5,20,7,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38.0,57560.73,5.0,0.4346,0.0663,38.0_Text,High_Social Media,3,20,9,1,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37.0,69239.35,3.0,0.1546,0.0282,37.0_Text,Very High_Social Media,3,20,4,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
24.0,93636.18,8.0,0.0312,0.0803,24.0_Video,Very High_Social Media,5,20,5,1,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
34.0,58474.09,4.0,0.3268,0.0592,34.0_Video,High_Social Media,4,20,10,1,1,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
22.0,63680.32,7.0,0.1352,0.057,22.0_Banner,Very High_Website,0,20,6,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
44.0,63969.91,7.0,0.057,0.083,44.0_Banner,Very High_Website,4,20,4,1,0,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
37.0,44971.5,5.0,0.1105,0.0788,37.0_Native,Medium_Website,0,20,11,1,0,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
37.0,15412.43,4.0,0.1518,0.0477,37.0_Banner,Low_Website,0,20,9,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
45.0,57335.49,7.0,0.3907,0.0643,45.0_Native,High_Website,6,20,11,1,1,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
67.0,72650.53,5.0,0.2486,0.0816,67.0_Native,Very High_Search Engine,5,20,6,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
35.0,65367.53,2.0,0.318,0.0549,35.0_Text,Very High_Search Engine,2,20,3,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
43.0,26940.43,5.0,0.1103,0.0668,43.0_Video,Low_Website,4,20,7,1,0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
51.0,58647.64,6.0,0.098,0.0431,51.0_Video,High_Website,5,20,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
33.0,96303.67,5.0,0.3221,0.0713,33.0_Text,Very High_Social Media,1,20,2,1,1,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
48.0,56162.12,5.0,0.1921,0.0711,48.0_Banner,High_Website,4,20,1,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
53.0,37502.0,6.0,0.1827,0.0406,53.0_Text,Medium_Search Engine,5,20,7,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35.0,60095.69,4.0,0.3237,0.0742,35.0_Native,High_Search Engine,5,20,12,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
72.5,62996.04,6.0,0.2405,0.0747,72.5_Text,High_Search Engine,2,20,12,1,1,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
8.0,85957.54,3.0,0.4365,0.0521,8.0_Banner,Very High_Social Media,1,20,7,1,1,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
23.0,57799.54,4.0,0.3311,0.0443,23.0_Video,High_Search Engine,0,20,11,0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
17.0,40004.56,3.0,0.217,0.0767,17.0_Video,Medium_Website,4,20,2,1,1,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
52.0,46843.87,9.0,0.1847,0.0386,52.0_Video,Medium_Social Media,3,20,12,0,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
39.0,10655.06,4.0,0.2039,0.0325,39.0_Native,Low_Search Engine,3,20,11,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
23.0,43648.02,4.0,0.0875,0.0327,23.0_Banner,Medium_Search Engine,4,20,12,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
46.0,48287.33,6.0,0.0286,0.0445,46.0_Banner,Medium_Search Engine,0,20,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
30.0,31624.65,2.0,0.1582,0.0181,30.0_Native,Low_Website,2,20,4,0,0,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
72.5,68925.89,4.0,0.0685,0.0781,72.5_Native,Very High_Search Engine,2,20,7,1,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
27.0,46219.42,6.0,0.0271,0.0187,27.0_Video,Medium_Social Media,0,20,5,0,0,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
51.0,51052.1,7.0,0.28,0.0588,51.0_Banner,High_Search Engine,3,20,5,1,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
19.0,65343.81,5.0,0.1285,0.071,19.0_Text,Very High_Search Engine,0,20,8,1,0,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
43.0,50104.26,4.0,0.4871,0.0614,43.0_Native,Medium_Search Engine,0,20,5,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
28.0,62199.62,4.0,0.2065,0.0464,28.0_Native,High_Social Media,3,20,6,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
15.0,61015.93,4.0,0.2219,0.0391,15.0_Native,High_Search Engine,5,20,4,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,23286.59,7.0,0.2278,0.0555,4.0_Text,Low_Search Engine,2,20,6,1,1,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,72370.26,6.0,0.1024,0.0,30.0_Native,Very High_Search Engine,2,20,5,0,0,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49.0,28173.12,3.0,0.0579,0.0492,49.0_Banner,Low_Search Engine,6,20,2,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
35.0,74182.96,5.0,0.0856,0.0711,35.0_Banner,Very High_Website,3,20,6,1,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
13.0,64799.62,8.0,0.1486,0.0452,13.0_Banner,Very High_Website,0,20,7,0,0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
56.0,52250.29,6.0,0.3203,0.0602,56.0_Banner,High_Website,6,20,5,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41.0,8072.63,7.0,0.2148,0.0598,41.0_Banner,Low_Website,2,20,7,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
46.0,44927.81,8.0,0.1128,0.0645,46.0_Native,Medium_Website,1,20,12,1,0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
41.0,20167.41,6.0,0.2752,0.0777,41.0_Native,Low_Website,6,20,4,1,1,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
72.5,63976.57,8.0,0.0588,0.0681,72.5_Native,Very High_Social Media,0,20,11,1,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
37.0,71006.25,9.0,0.2066,0.0817,37.0_Native,Very High_Social Media,6,20,9,1,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
22.0,35928.26,2.0,0.0277,0.0863,22.0_Banner,Low_Search Engine,2,20,6,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
51.0,40700.5,6.0,0.3335,0.0446,51.0_Native,Medium_Search Engine,0,20,10,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
2.0,57588.75,5.0,0.096,0.0525,2.0_Text,High_Website,1,20,3,1,0,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
39.0,65323.31,8.0,0.1765,0.0707,39.0_Native,Very High_Search Engine,2,20,11,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
29.0,38055.47,4.0,0.2334,0.0723,29.0_Video,Medium_Search Engine,5,20,1,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
54.0,28753.2,8.0,0.1508,0.0749,54.0_Text,Low_Social Media,4,20,9,1,0,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
35.0,49431.38,3.0,0.4923,0.0618,35.0_Native,Medium_Search Engine,0,20,2,1,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
23.0,76037.54,5.0,0.285,0.059,23.0_Native,Very High_Social Media,3,20,6,1,1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
37.0,31143.63,6.0,0.3205,0.0386,37.0_Video,Low_Website,0,20,12,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
15.0,45495.58,6.0,0.2076,0.0422,15.0_Native,Medium_Social Media,4,20,11,0,1,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
62.0,42373.34,5.0,0.0409,0.0386,62.0_Native,Medium_Social Media,5,20,8,0,0,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
31.0,30994.71,4.0,0.3249,0.0779,31.0_Text,Low_Website,5,20,10,1,1,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
45.0,51535.24,5.0,0.1339,0.0744,45.0_Video,High_Search Engine,0,20,2,1,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
25.0,65379.18,8.0,0.0621,0.068,25.0_Video,Very High_Social Media,4,20,4,1,0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
41.0,48411.52,7.0,0.1859,0.0305,41.0_Video,Medium_Website,5,20,3,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
33.0,54840.68,2.0,0.2433,0.0297,33.0_Native,High_Search Engine,1,20,8,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
63.0,78673.04,2.0,0.2645,0.0473,63.0_Text,Very High_Social Media,6,20,3,0,1,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
12.0,80501.96,10.5,0.3187,0.0768,12.0_Text,Very High_Search Engine,3,20,8,1,1,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
28.0,22898.8,2.0,0.3273,0.0601,28.0_Video,Low_Website,4,20,2,1,1,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
27.0,60840.46,4.0,0.1337,0.0343,27.0_Native,High_Social Media,4,20,8,0,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
16.0,65190.17,0.0,0.4525,0.0357,16.0_Text,Very High_Social Media,3,20,2,0,1,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
33.0,53701.05,2.0,0.0364,0.0485,33.0_Text,High_Search Engine,4,20,7,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
47.0,68515.47,4.0,0.2051,0.0417,47.0_Banner,Very High_Social Media,2,20,10,0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
24.0,55404.03,4.0,0.1034,0.0347,24.0_Video,High_Social Media,4,20,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
34.0,73393.64,3.0,0.0694,0.0708,34.0_Text,Very High_Website,5,20,10,1,0,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
41.0,66212.62,2.0,0.2698,0.0471,41.0_Video,Very High_Social Media,1,20,6,0,1,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
43.0,28322.96,3.0,0.1361,0.0639,43.0_Text,Low_Search Engine,3,20,4,1,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
27.0,59468.77,5.0,0.049,0.041,27.0_Video,High_Social Media,0,20,10,0,0,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
28.0,76115.37,3.0,0.2057,0.0522,28.0_Video,Very High_Website,3,20,12,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
66.0,78961.48,8.0,0.1811,0.0692,66.0_Video,Very High_Social Media,6,20,2,1,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
20.0,39440.81,6.0,0.2283,0.0269,20.0_Video,Medium_Search Engine,4,20,6,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
19.0,62934.8,5.0,0.3041,0.062,19.0_Banner,High_Website,2,20,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
38.0,83096.22,3.0,0.1663,0.0361,38.0_Text,Very High_Search Engine,2,20,11,0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
35.0,48823.29,4.0,0.1418,0.0286,35.0_Video,Medium_Website,3,20,5,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
24.0,20557.97,6.0,0.1403,0.0389,24.0_Text,Low_Website,0,20,5,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
34.0,31991.32,8.0,0.2573,0.0672,34.0_Text,Low_Website,4,20,5,1,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
32.0,51928.61,2.0,0.0386,0.0237,32.0_Banner,High_Website,5,20,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
40.0,37010.33,6.0,0.1186,0.0478,40.0_Native,Low_Search Engine,2,20,12,0,0,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41.0,24966.55,10.5,0.2477,0.0866,41.0_Video,Low_Social Media,2,20,1,1,1,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18.0,19139.44,6.0,0.2676,0.0559,18.0_Native,Low_Website,6,20,5,1,1,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
45.0,83398.87,2.0,0.0893,0.026,45.0_Native,Very High_Search Engine,0,20,12,0,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
31.0,45761.73,9.0,0.1504,0.0153,31.0_Video,Medium_Social Media,4,20,6,0,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
25.0,42364.76,2.0,0.0299,0.0438,25.0_Video,Medium_Social Media,3,20,4,0,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
50.0,57876.72,3.0,0.4232,0.05,50.0_Video,High_Search Engine,6,20,4,0,1,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
34.0,97831.08,5.0,0.0916,0.0883,34.0_Text,Very High_Social Media,0,20,5,1,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
29.0,28429.42,5.0,0.1012,0.0776,29.0_Text,Low_Search Engine,3,20,5,1,0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31.0,77666.04,6.0,0.1674,0.0289,31.0_Banner,Very High_Website,0,20,9,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
42.0,38575.31,4.0,0.2803,0.0735,42.0_Banner,Medium_Website,6,20,3,1,1,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
